# Exact path|origin|kind|normalized fingerprint|category|rationale
# Paths use case-aware placeholders for former identities so this policy is not recursive.
# Origins: content, filename, symlink-target. Kinds: product, font, url.
.gitignore|content|product|06bad645d71cb788fa5da2f05743f3b98ef40a94124ed6e5677b90fad7ae9cc4:1|compatibility-ignore|Preserves the former user-state ignore boundary.
scripts/check-legacy-name-allowlist.sh|content|product|425b5a17badf5ce822c43e3395ff89e46760afdf129199f7e8840e71e28f8d47:1|policy|Implements or tests exact residual-name enforcement.
scripts/check-legacy-name-allowlist.sh|content|product|a6a3a278f7d66fc66cee1802bd829b9cbae2a84772b865da7af94bc7ee001062:1|policy|Implements or tests exact residual-name enforcement.
scripts/check-legacy-name-allowlist.sh|content|product|a6a3a278f7d66fc66cee1802bd829b9cbae2a84772b865da7af94bc7ee001062:2|policy|Implements or tests exact residual-name enforcement.
scripts/check-legacy-name-allowlist.sh|content|product|ac4d5a81823eb3b01daa4d9e1228feca4515434aca5c5d75f6c438d925ed7db1:1|policy|Implements or tests exact residual-name enforcement.
scripts/check-legacy-name-allowlist.sh|content|product|bc5c1a16d8dbb881b4ed49f740fb5a9314c944b6ab07d4cc52ec1e8d84b41477:1|policy|Implements or tests exact residual-name enforcement.
scripts/check-legacy-name-allowlist.sh|content|product|e21252526918e6a0daff3e552e7ddfb6300db0f41796302b746299e6d4012df6:1|policy|Implements or tests exact residual-name enforcement.
scripts/check-legacy-name-allowlist.sh|content|url|056d8300003147789e2edd4a49dd68dd820b2b8128426169f06b0ee0f0bb6390:1|policy|Implements or tests exact residual-name enforcement.
scripts/check-legacy-name-allowlist.sh|content|url|a6a3a278f7d66fc66cee1802bd829b9cbae2a84772b865da7af94bc7ee001062:1|policy|Implements or tests exact residual-name enforcement.
scripts/check-legacy-name-allowlist.sh|content|url|a6a3a278f7d66fc66cee1802bd829b9cbae2a84772b865da7af94bc7ee001062:2|policy|Implements or tests exact residual-name enforcement.
scripts/guix-container.sh|content|product|0101c08fa1d98f60bb85221c8b5e4603ebe97a5e3bbaa2d32712b66a66d37ab3:1|runtime-mount|Exposes former user state read-only in the container.
scripts/guix-container.sh|content|product|0101c08fa1d98f60bb85221c8b5e4603ebe97a5e3bbaa2d32712b66a66d37ab3:2|runtime-mount|Exposes former user state read-only in the container.
scripts/guix-container.sh|content|product|2e111c70ce559875cf9685176eeb4b3b0cbd7dd9f22012a1961736b62e2dcade:1|runtime-mount|Exposes former user state read-only in the container.
scripts/guix-container.sh|content|product|2e111c70ce559875cf9685176eeb4b3b0cbd7dd9f22012a1961736b62e2dcade:2|runtime-mount|Exposes former user state read-only in the container.
scripts/guix-container.sh|content|product|30c5198232814735685c9ae4ea9f9fecfa5a1880d816e1b477628ee6de6e68a5:1|runtime-mount|Exposes former user state read-only in the container.
scripts/guix-container.sh|content|product|30c5198232814735685c9ae4ea9f9fecfa5a1880d816e1b477628ee6de6e68a5:2|runtime-mount|Exposes former user state read-only in the container.
scripts/guix-container.sh|content|product|31b62b00b4aed08d365fd778968cbd0e8d059ecc00141d7a008be3088a18cf1e:1|runtime-mount|Exposes former user state read-only in the container.
scripts/guix-container.sh|content|product|32ee2c63a003d577ee502018ec3fe0d0488b444ee769056baf6feaabe83119c2:1|runtime-mount|Exposes former user state read-only in the container.
scripts/guix-container.sh|content|product|f2f6b8a86a22e16507db86c32015040e09e3864525c1cda787c076f34a280981:1|runtime-mount|Exposes former user state read-only in the container.
scripts/test-guix-container.sh|content|product|4b2bac0376b07b82f05b30869ed69ec2a1d64be5a2b53143dca5aaeb4607a9dc:1|migration-test|Exercises migration compatibility in isolation.
scripts/test-guix-container.sh|content|product|4d6f0c30ce679d51c36e80374cd17f565be02783abedaf7ac05a172c9b6cd7ef:1|migration-test|Exercises migration compatibility in isolation.
scripts/test-guix-container.sh|content|product|4e82a235bd31e5ac1ca717e805527c2a69af436d6f598341e98ac71272933f36:1|migration-test|Exercises migration compatibility in isolation.
scripts/test-guix-container.sh|content|product|7d970038ac2c4ee63a2a06f61cdeeae4e9159d9f20774c4bf5d7afcece9ca177:1|migration-test|Exercises migration compatibility in isolation.
scripts/test-guix-container.sh|content|product|8ea1d164436743fabaf452f1b57e62c4bca3558536e530d90132140f5b08d340:1|migration-test|Exercises migration compatibility in isolation.
scripts/test-guix-container.sh|content|product|9fb0f8e14d1676c296f95d52bfa25693bf5db366a72bf9f6d3e08c23734bbfec:1|migration-test|Exercises migration compatibility in isolation.
scripts/test-legacy-name-allowlist.sh|content|font|936dd3f9518ff9580498a23ae3acc1e911213f5c186b4b0bf908884dab3c6e59:1|policy|Implements or tests exact residual-name enforcement.
scripts/test-legacy-name-allowlist.sh|content|font|c4482a7471ccc926fa789ac0cf1bd704ec779384933455d75c73a8d540488031:1|policy|Implements or tests exact residual-name enforcement.
scripts/test-legacy-name-allowlist.sh|content|font|dcd120535769d516832e44a1bdc7e6e04328590cdeb8b5abae16e375844fb917:1|policy|Implements or tests exact residual-name enforcement.
scripts/test-legacy-name-allowlist.sh|content|product|4ffc822de0de39a6b17b90ca52646a06a65e3fffadb60c6eb7c7067019374f8e:1|policy|Implements or tests exact residual-name enforcement.
scripts/test-legacy-name-allowlist.sh|content|product|5bf6f5dfe8c1bffdb0a294b7b322df1db2b9ef33c985b5cd993fedb00f8940f0:1|policy|Implements or tests exact residual-name enforcement.
scripts/test-legacy-name-allowlist.sh|content|product|5ebd20a9ca7589b5152bb5b31545184260e01fda64815105a17dc231170cdad4:1|policy|Implements or tests exact residual-name enforcement.
scripts/test-legacy-name-allowlist.sh|content|product|68c041561211137de3b8eae07f8ab23612c365d1bc18d82a13755bc0dc5c9568:1|policy|Implements or tests exact residual-name enforcement.
scripts/test-legacy-name-allowlist.sh|content|product|74010a6f8149febf92545e76088f162b6b059a24d92481d9b3be28f58cbddf1a:1|policy|Implements or tests exact residual-name enforcement.
scripts/test-legacy-name-allowlist.sh|content|product|757326cd258f6867f49ca38b087941da2ef10683a86f2469f2c7488e1b70b7ea:1|policy|Implements or tests exact residual-name enforcement.
scripts/test-legacy-name-allowlist.sh|content|product|e19bcf6d2be8f39b3fc5a3ee97dca9fde79214b9bded3c47861011f9f325e137:1|policy|Implements or tests exact residual-name enforcement.
scripts/test-legacy-name-allowlist.sh|content|product|e7a4e0d8f8aa5b815dba6977c06f8b62adb0aee33c54ae5df2ef99a697f6001d:1|policy|Implements or tests exact residual-name enforcement.
scripts/test-legacy-name-allowlist.sh|content|product|e7a4e0d8f8aa5b815dba6977c06f8b62adb0aee33c54ae5df2ef99a697f6001d:2|policy|Implements or tests exact residual-name enforcement.
scripts/test-legacy-name-allowlist.sh|content|url|e19bcf6d2be8f39b3fc5a3ee97dca9fde79214b9bded3c47861011f9f325e137:1|policy|Implements or tests exact residual-name enforcement.
scripts/test-session-migration-containers.sh|content|product|66cc5233364b5baaa42543ac4aad52ccd5510a1a27e9f728e59b16e7ad10df98:1|migration-test|Exercises migration compatibility in isolation.
scripts/test-session-migration-containers.sh|content|product|ad87ca01f10f4263531acb49958e6dfe74145ae8eb9cdde4e2c9c0b3789acead:1|migration-test|Exercises migration compatibility in isolation.
src/appearance-config.lisp|content|product|4d4de7330ee33abaa296072ef54492cd928856aaabc8860ebfbe9b97409fdba2:1|runtime-data-reader|Reads a bounded former data format or path without writing it.
src/appearance-config.lisp|content|product|587e4f58c23e705c0130c2b771fb9ceb697454f5ddb7218a6960a2d874a25f2f:1|runtime-data-reader|Reads a bounded former data format or path without writing it.
src/appearance-config.lisp|content|product|7ec919d7ab3e1b74a345d44f3eaa82693991da1ce762300df9c1df5abfd97183:1|runtime-data-reader|Reads a bounded former data format or path without writing it.
src/crash-report.lisp|content|product|c274c533e1a9e1a2f8cbe4a980064f6b3d424ca20eb26d73bf41485e5877b68a:1|runtime-archive|Locates former crash reports for archival inspection only.
src/font-editor.lisp|content|font|2aede663876fa828c2c63b9d18b22155a7bdb557157415246d2ae6aeb714aa46:1|runtime-data-reader|Reads a bounded former data format or path without writing it.
src/font-editor.lisp|content|font|2aede663876fa828c2c63b9d18b22155a7bdb557157415246d2ae6aeb714aa46:2|runtime-data-reader|Reads a bounded former data format or path without writing it.
src/font-editor.lisp|content|font|951a99e6232bc45d4d6d3294586bc54742d86ea01929701ff1c097ddfd7959e0:1|runtime-data-reader|Reads a bounded former data format or path without writing it.
src/font-editor.lisp|content|font|a674f6fa0e9022da007373e23fc8cf5d805edc3ab3445dcd53c6f66f3aebbeac:1|runtime-data-reader|Reads a bounded former data format or path without writing it.
src/llm.lisp|content|product|7d745e870008b4a1ae5951a7a7b324b2e0085cf66fe4840abbbe2dc87fc7862b:1|runtime-data-reader|Reads a bounded former data format or path without writing it.
src/llm.lisp|content|product|7d745e870008b4a1ae5951a7a7b324b2e0085cf66fe4840abbbe2dc87fc7862b:2|runtime-data-reader|Reads a bounded former data format or path without writing it.
src/llm.lisp|content|product|a9a458f286915518317d4e75998ea2c494934860a9dc2ec96a5909663055291a:1|runtime-data-reader|Reads a bounded former data format or path without writing it.
src/llm.lisp|content|product|de00edcf06d6906e332fc1d877fc29d9ba641b7b7f9650dcd7c4d2fb3ba1d6a6:1|runtime-data-reader|Reads a bounded former data format or path without writing it.
src/main.lisp|content|product|587e4f58c23e705c0130c2b771fb9ceb697454f5ddb7218a6960a2d874a25f2f:1|runtime-executable-refusal|Detects and refuses former executable or behavioral state.
src/mcp-bridge-core.lisp|content|product|1792121e8b790dbc0fb1c20efb95e4f5724bf39f0f59353b1441ede161f89242:1|runtime-executable-refusal|Detects and refuses former executable or behavioral state.
src/modelaria-core.lisp|content|product|2a9fd94957c20630f40182e5808329856c2b51deaa4146c10fe0e14409b39763:1|runtime-data-reader|Reads a bounded former data format or path without writing it.
src/modelaria-core.lisp|content|product|83e105e80c7f0e29ab51c3d0de6fac9e8e260a0c25cdbc2ec2ea3e5e6b094ddf:1|runtime-data-reader|Reads a bounded former data format or path without writing it.
src/package-manager.lisp|content|product|1589ad4678aa1dc859e9fd91b505d0b21a0b1036716eca72887981395b06c852:1|runtime-executable-refusal|Detects and refuses former executable or behavioral state.
src/package-manager.lisp|content|product|37945c18151e3022a175a9eb10a2105c77829463bec4e636a41f594ea8771086:1|runtime-executable-refusal|Detects and refuses former executable or behavioral state.
src/package-manager.lisp|content|product|7d1dd2d433f8dc764dd4eff43c167a7272b0e6d79576c84576e2c71878e41a4c:1|runtime-executable-refusal|Detects and refuses former executable or behavioral state.
src/projects.lisp|content|product|96f0e6510eb3cd32d89eac26426e8f07d36a93bb1f7783b0e691b4973b2bcbfb:1|runtime-executable-refusal|Detects and refuses former executable or behavioral state.
src/session.lisp|content|product|e0c35c207ddaf634ee8479557d957d7c895469165c19955154116cea27d9e902:1|runtime-session|Discovers and atomically materializes former sessions.
src/skills.lisp|content|product|a65a2e4fa5094934a5a58f1ab5d6f590ac7517cb5994827248dea57bc7356bc8:1|runtime-executable-refusal|Detects and refuses former executable or behavioral state.
src/skills.lisp|content|product|d75b1420a5451833eef0f7576b7c55759efc2ba2716829301505997caffe506e:1|runtime-executable-refusal|Detects and refuses former executable or behavioral state.
src/skills.lisp|content|product|f9875d20f7a7318ba36b80ad72d797f47d5e50d3afaa65324f922f692948a0ea:1|runtime-executable-refusal|Detects and refuses former executable or behavioral state.
src/templata.lisp|content|product|601d84f61d11331bfc4318c3f12fa81179b1622c24e2e9394541c0eacfca2f90:1|runtime-data-reader|Reads a bounded former data format or path without writing it.
src/templata.lisp|content|product|f8d33c167ee23b6647bb746e60062408b76338ebb7055219d8cbcdaffe0b8d2d:1|runtime-data-reader|Reads a bounded former data format or path without writing it.
tests/font-editor-test.lisp|content|font|034271313b572890ef449197c81f176fb53b4f04fd15ac38bc57dd2842f9980f:1|migration-test|Proves the exact migration compatibility boundary.
tests/font-editor-test.lisp|content|font|06d39f33a68a913c6256aaee0310641406601b1026808c3d3505f89df98690bd:1|migration-test|Proves the exact migration compatibility boundary.
tests/font-editor-test.lisp|content|font|1eb11d5881ff21db0e99c553564485661ceb0d665609ff110afafccbf1e987a6:1|migration-test|Proves the exact migration compatibility boundary.
tests/font-editor-test.lisp|content|font|3ec3b781868aaa9afc287a7c0b7e395429539b28d599fd2f7482450b129d2953:1|migration-test|Proves the exact migration compatibility boundary.
tests/font-editor-test.lisp|content|font|62a5cd2de5b28615c099a4ef2c34374d5126b4b8e0eb4dae5a1b2a90486bbcc4:1|migration-test|Proves the exact migration compatibility boundary.
tests/font-editor-test.lisp|content|font|62f0a45dec11a3a8158f866346e6c242442029438e664190dde710ab52e6b089:1|migration-test|Proves the exact migration compatibility boundary.
tests/font-editor-test.lisp|content|font|70ee198d33ef4399fbf3ff2da5f9cd882662d4b257f3ed682696fb109b804fa3:1|migration-test|Proves the exact migration compatibility boundary.
tests/font-editor-test.lisp|content|font|7fd55ac137ca8f9fcdc3074ba712a1ef6668621b6eb8e0f6a80676e297df3698:1|migration-test|Proves the exact migration compatibility boundary.
tests/font-editor-test.lisp|content|font|cbf6a06d0c9036551cb4db992f44af6dd5fdb5fc501e48c410df27739be4ab98:1|migration-test|Proves the exact migration compatibility boundary.
tests/legacy-path-test.lisp|content|product|127b8cf75e9d5e40ca138053dff622fbea2d8de2eb11a8fccbcabfa905f2e7d3:1|migration-test|Proves the exact migration compatibility boundary.
tests/legacy-path-test.lisp|content|product|56200d1142e2b32f892cb0840cf2a76be6b0f3bdb66424955d8f3ff061e734c5:1|migration-test|Proves the exact migration compatibility boundary.
tests/legacy-path-test.lisp|content|product|80054d9b25bf3b7c31d3935501f536c77b86b76e2fad9f5dd07586b52e4ef907:1|migration-test|Proves the exact migration compatibility boundary.
tests/legacy-path-test.lisp|content|product|80054d9b25bf3b7c31d3935501f536c77b86b76e2fad9f5dd07586b52e4ef907:2|migration-test|Proves the exact migration compatibility boundary.
tests/legacy-path-test.lisp|content|product|80054d9b25bf3b7c31d3935501f536c77b86b76e2fad9f5dd07586b52e4ef907:3|migration-test|Proves the exact migration compatibility boundary.
tests/legacy-path-test.lisp|content|product|80054d9b25bf3b7c31d3935501f536c77b86b76e2fad9f5dd07586b52e4ef907:4|migration-test|Proves the exact migration compatibility boundary.
tests/legacy-path-test.lisp|content|product|80054d9b25bf3b7c31d3935501f536c77b86b76e2fad9f5dd07586b52e4ef907:5|migration-test|Proves the exact migration compatibility boundary.
tests/legacy-path-test.lisp|content|product|80054d9b25bf3b7c31d3935501f536c77b86b76e2fad9f5dd07586b52e4ef907:6|migration-test|Proves the exact migration compatibility boundary.
tests/legacy-path-test.lisp|content|product|80054d9b25bf3b7c31d3935501f536c77b86b76e2fad9f5dd07586b52e4ef907:7|migration-test|Proves the exact migration compatibility boundary.
tests/legacy-path-test.lisp|content|product|b01ca22e64ccfd9543c7debcaa1bc966359bfebdcacfb485635c329d8e0f7f4c:1|migration-test|Proves the exact migration compatibility boundary.
tests/legacy-path-test.lisp|content|product|b3547a0dacdb09ee7205f13c288a9c957a4ed62f57baa802899086dd89a0be4e:1|migration-test|Proves the exact migration compatibility boundary.
tests/legacy-path-test.lisp|content|product|c3827dc38ebcc3f4002e76c689f9eeb06ed98b1144cb4416cc2c840c877b406a:1|migration-test|Proves the exact migration compatibility boundary.
tests/migration-integration-test.lisp|content|product|064ce36065282ae6ea31b606c3fe05eafb1f152ddfcff68a4e98c9fd1d8a53dc:1|migration-test|Proves the exact migration compatibility boundary.
tests/migration-integration-test.lisp|content|product|099f20ecc82ca2cb22890edeff1f39327faced1970fa6de065c1a38b60b0ff55:1|migration-test|Proves the exact migration compatibility boundary.
tests/migration-integration-test.lisp|content|product|39978f6affa8cd67feafe666388ba8991d320c0ccfec8895d4b00983340d23e7:1|migration-test|Proves the exact migration compatibility boundary.
tests/migration-integration-test.lisp|content|product|661eb8f8c2acea618aeedc32f4eae8ec514525fad5a7810e61ddb5e0146460a4:1|migration-test|Proves the exact migration compatibility boundary.
tests/migration-integration-test.lisp|content|product|94002e0bba08ba2d07999688d4aa4772c7aa8c5f70a8d78e08fb5b27ba2898cd:1|migration-test|Proves the exact migration compatibility boundary.
tests/migration-integration-test.lisp|content|product|94002e0bba08ba2d07999688d4aa4772c7aa8c5f70a8d78e08fb5b27ba2898cd:2|migration-test|Proves the exact migration compatibility boundary.
tests/migration-integration-test.lisp|content|product|9f7b66c06eae1906b8f2ee04c3234b79abee1a3166852b0f762ff989bf473e2c:1|migration-test|Proves the exact migration compatibility boundary.
tests/migration-integration-test.lisp|content|product|aab17b4b02176c06198774a48596d12acec08a686bd1253ead73db1a71478c96:1|migration-test|Proves the exact migration compatibility boundary.
tests/migration-integration-test.lisp|content|product|aab17b4b02176c06198774a48596d12acec08a686bd1253ead73db1a71478c96:2|migration-test|Proves the exact migration compatibility boundary.
tests/migration-integration-test.lisp|content|product|b7bc634064f113cde35dce02cb6b65d1ece80328f96795e63733765ee2ddc404:1|migration-test|Proves the exact migration compatibility boundary.
tests/migration-integration-test.lisp|content|product|d545f4a3b97ddbe06829840afecdf190a37c16506326c4d5b94f18723df25456:1|migration-test|Proves the exact migration compatibility boundary.
tests/migration-integration-test.lisp|content|product|d545f4a3b97ddbe06829840afecdf190a37c16506326c4d5b94f18723df25456:2|migration-test|Proves the exact migration compatibility boundary.
tests/migration-integration-test.lisp|content|product|d545f4a3b97ddbe06829840afecdf190a37c16506326c4d5b94f18723df25456:3|migration-test|Proves the exact migration compatibility boundary.
tests/migration-integration-test.lisp|content|product|d545f4a3b97ddbe06829840afecdf190a37c16506326c4d5b94f18723df25456:4|migration-test|Proves the exact migration compatibility boundary.
tests/migration-integration-test.lisp|content|product|e4678f386b4eb9f22d18210ea70ca702e316f7051d7dd3b6dc9644b55025c079:1|migration-test|Proves the exact migration compatibility boundary.
